********************************************************************************
LOGGING TIME: 20150927_000318
********************************************************************************
MWM, 741, 354, 1, 3, 1, 16
MWM, 741, 354, 1, 3, 1, 16
MWM, 741, 354, 1, 3, 1, 8
MWM, 741, 354, 1, 3, 1, 8
MM, 742, 356, 8
MM, 743, 356, 8
MM, 743, 357, 8
MM, 744, 357, 96
MM, 745, 358, 8
MM, 746, 358, 24
MM, 747, 358, 48
MWM, 747, 358, 1, 3, 1, 56
MWM, 747, 358, 1, 3, 1, 16
MWM, 747, 358, 1, 3, 1, 16
MWM, 747, 358, 1, 3, 1, 8
MWM, 747, 358, 1, 3, 1, 8
MM, 747, 359, 104
MM, 747, 360, 8
MM, 747, 361, 16
MWM, 747, 361, -1, 3, 1, 105
MWM, 747, 361, -1, 3, 1, 16
MWM, 747, 361, -1, 3, 1, 32
MM, 747, 360, 415
MM, 747, 355, 8
MM, 751, 345, 8
MM, 758, 330, 8
MM, 765, 315, 8
MM, 776, 298, 8
MM, 787, 281, 8
MM, 798, 264, 8
MM, 807, 247, 8
MM, 818, 230, 8
MM, 829, 213, 8
MM, 840, 196, 8
MM, 851, 181, 8
MM, 860, 166, 8
MM, 869, 151, 8
MM, 878, 142, 8
MM, 883, 135, 8
MM, 888, 128, 8
MM, 890, 126, 8
MM, 891, 125, 8
MM, 892, 125, 8
MM, 893, 125, 8
MM, 894, 124, 8
MM, 896, 124, 88
MM, 898, 125, 8
MM, 902, 127, 8
MM, 907, 129, 8
MM, 913, 132, 8
MM, 917, 133, 8
MM, 921, 135, 8
MM, 922, 136, 8
MM, 923, 136, 8
MM, 924, 136, 104
MM, 925, 136, 8
MM, 926, 136, 8
MM, 926, 135, 8
MM, 927, 134, 16
MM, 927, 133, 8
MM, 928, 133, 8
MM, 928, 132, 8
MP, 1, 48
MR, 1, 96
MC, 1, 0
********************************************************************************
LOGGING TIME: 20150927_000508
********************************************************************************
********************************************************************************
LOGGING TIME: 20150927_001553
********************************************************************************
********************************************************************************
LOGGING TIME: 20150927_012655
********************************************************************************
********************************************************************************
LOGGING TIME: 20150927_012803
********************************************************************************
********************************************************************************
LOGGING TIME: 20150927_014959
********************************************************************************
********************************************************************************
LOGGING TIME: 20150927_021622
********************************************************************************
********************************************************************************
LOGGING TIME: 20150927_023037
********************************************************************************
********************************************************************************
LOGGING TIME: 20150927_023059
********************************************************************************
